URL,Data Extrase
https://stiri.md/article/social/sua-si-pnud-sustin-digitalizarea-sistemului-penitenciar-din-r-moldova,"10 Octombrie 2024, 18:20"
https://stiri.md/article/social/un-sofer-a-ascuns-un-lot-comercial-de-marfuri-si-acum-risca-sanctiuni,"10 Octombrie 2024, 18:10"
https://stiri.md/article/social/ce-substanta-din-jucarii-creste-cu-300-riscul-de-deces-prin-cancer,"10 Octombrie 2024, 16:45"
https://stiri.md/article/social/alerta-cu-bomba-la-o-institutie-de-invatamant-din-chisinau,"11 Octombrie 2024, 21:38"
https://stiri.md/article/economic/bns-preturile-medii-de-consum-au-crescut-in-septembrie-cu-5-2,"11 Octombrie 2024, 18:50"
https://stiri.md/article/social/un-barbat-din-zaim-a-revenit-acasa-si-si-a-pus-pe-roate-o-afacere,"11 Octombrie 2024, 18:40"
https://stiri.md/article/politica/man-desfasoara-o-campanie-de-informare-a-cetatenilor-despre-beneficiile-aderarii-la-ue,"11 Octombrie 2024, 18:30"
https://stiri.md/article/international/furie-in-turcia-dupa-ce-mai-multe-femei-au-fost-ucise-cu-brutalitate,"11 Octombrie 2024, 18:20"
https://stiri.md/article/economic/de-ce-agricultorii-nu-renunta-la-porumb-si-nu-folosesc-hibrizi-rezistenti-la-seceta,"11 Octombrie 2024, 18:10"
https://stiri.md/article/social/chisinau-magnetul-moldovei-genereaza-60-din-pib-ul-national,"11 Octombrie 2024, 18:00"
https://stiri.md/article/social/castigatoarea-titlului-educatorul-anului-2024-risca-sa-piarda-distinctia,"11 Octombrie 2024, 17:58"
https://stiri.md/article/social/evaluarea-candidatilor-pentru-colegiile-specializate-ale-csm-finalizata,"11 Octombrie 2024, 17:54"
https://stiri.md/article/politica/a-utilizat-sandu-resurse-administrative-in-campanie-cec-va-investiga,"12 Octombrie 2024, 19:10"
https://stiri.md/article/international/suma-uimitoare-care-se-aduna-intr-un-an-in-faimoasa-fontana-di-trevi,"12 Octombrie 2024, 20:00"
https://stiri.md/article/international/sua-noi-sanctiuni-contra-iranului-raspuns-la-atacul-asupra-israelului,"12 Octombrie 2024, 19:40"
https://stiri.md/article/social/arina-corsicova-nu-reuseste-sa-si-anuleze-sanctiunile-ce-a-decis-prima-instanta,"12 Octombrie 2024, 19:30"
https://stiri.md/article/international/singura-filiala-a-universitatii-de-stat-din-moscova-in-europa-inchisa,"12 Octombrie 2024, 19:20"
https://stiri.md/article/international/coreea-de-nord-acuza-ca-drone-sud-coreene-au-imprastiat-pliante-deasupra-phenianului,"12 Octombrie 2024, 19:00"
https://stiri.md/article/social/csj-respinge-cererea-de-stramutare-in-unul-dintre-dosarele-lui-stoianoglo,"12 Octombrie 2024, 18:50"
https://stiri.md/article/politica/dezbateri-electorale-blocul-impreuna-pas-si-man-pledeaza-pentru-aderarea-la-ue,"12 Octombrie 2024, 18:40"
https://stiri.md/article/social/concursul-de-desene-securitatea-electrica-in-viziunea-copiilor-lansat,"12 Octombrie 2024, 18:30"
https://stiri.md/article/social/dosarul-coruptiei-de-la-orhei-trei-inculpati-in-arest-la-domiciliu,"13 Octombrie 2024, 17:20"
https://stiri.md/article/international/iranul-avertizeaza-nu-avem-linii-rosii-in-apararea-poporului-nostru,"13 Octombrie 2024, 18:30"
https://stiri.md/article/international/kremlinul-anunta-ca-putin-e-deschis-pentru-un-dialog-cu-scholz-despre-ucraina,"13 Octombrie 2024, 18:20"
https://stiri.md/article/social/la-toate-intrarile-catre-pman-au-fost-amplasate-panouri-informative,"13 Octombrie 2024, 18:10"
https://stiri.md/article/international/rusia-acuzata-ca-a-executat-noua-prizonieri-ucraineni-onu-si-crucea-rosie-sesizate,"13 Octombrie 2024, 18:00"
https://stiri.md/article/politica/ce-inseamna-raspunsul-da-sau-nu-la-referendum-nicolae-osmochescu-explica,"13 Octombrie 2024, 17:50"
https://stiri.md/article/social/criza-cadrelor-didactice-in-raionul-soroca-60-de-profesori-fac-naveta,"13 Octombrie 2024, 17:40"
https://stiri.md/article/politica/maia-sandu-am-avut-o-discutie-importanta-cu-140-de-tineri-despre-politica,"13 Octombrie 2024, 17:30"
https://stiri.md/article/social/drumul-dragonului-un-nou-traseu-ecoturistic-lansat-la-orheiul-vechi,"13 Octombrie 2024, 17:10"
https://stiri.md/article/social/fara-exit-poll-la-alegerile-din-20-octombrie-precizarile-cec,"14 Octombrie 2024, 16:10"
https://stiri.md/article/social/povestea-unui-mester-care-a-deschis-o-scoala-de-olarit-in-gagauzia,"14 Octombrie 2024, 16:20"
https://stiri.md/article/economic/banca-mondiala-cele-mai-sarace-tari-in-cea-mai-grava-criza-din-2006,"14 Octombrie 2024, 16:30"
https://stiri.md/article/social/ion-ceban-si-colegii-sai-au-depus-flori-la-monumentul-lui-stefan-cel-mare,"14 Octombrie 2024, 16:40"
https://stiri.md/article/social/copii-abuzati-sexual-in-moldova-cele-mai-multe-dintre-victime-sunt-fete,"14 Octombrie 2024, 15:50"
